"","Code","Year","TFR","C","W15","W20","W25","W30","W35","W40","W45","W","iTFR","p2534","qx","lagTFR","CWR","mult","p15","p20","p25","p30","p35","p40","p45","decade","xTFR","zTFR"
"256","EST",1991,1.802,118972.08,53191.12,50952.76,55887.96,60516.86,59449.72,55313.35,44978.46,380290.23,2.18991836839984,0.306094689837286,0.01241,2.123,0.312845481199977,6.78609769863652,0.139869804175616,0.133983878576108,0.146961335293836,0.15913335454345,0.156327234596587,0.145450357743874,0.11827403507053,"1990",2.14147395909593,2.14389988765268
"257","EST",1992,1.707,113461,53015.57,51592.54,53082.7,60128.66,59192.67,56431.82,43121.56,376565.52,2.10913362434245,0.300641864395869,0.01522,2.0102,0.301304803477493,6.67164936237121,0.140787106583736,0.137008136060891,0.140965375693452,0.159676488702418,0.157190892039186,0.14985923299616,0.114512767924158,"1990",2.08178254815811,2.08258988641385
"258","EST",1993,1.485,104158.26,51574.09,51553.01,50073.2,57373.98,57265.64,55776.79,43724.5,367341.21,1.98482446333751,0.29249966264335,0.01444,1.8522,0.283546351905358,6.53226531589525,0.140398323400742,0.140340938061374,0.136312503571271,0.156187159072079,0.155892228917088,0.151839185154315,0.119029661823132,"1990",1.98621456719051,1.98159438471107
"259","EST",1994,1.413,94272.07,50373.36,50657.62,48397.62,54916.52,56264.5,54541.87,46196.86,361348.35,1.82622804282903,0.285912859433286,0.01403,1.6912,0.260889720404147,6.48243249055632,0.139403874405404,0.140190539129347,0.133936186508116,0.15197667292517,0.155707089848342,0.150939861770505,0.127845775413116,"1990",1.84770012014263,1.83913980417885
"260","EST",1997,1.306,71836.69,48643.26,47744,47877.08,48214.8,53825.17,53030.74,51457.02,350792.07,1.43348973082544,0.273928313145733,0.00973,1.3878,0.204784247260778,6.77688844998287,0.138666931666956,0.136103418757442,0.136482788792803,0.137445524352931,0.153438958868141,0.151174283956875,0.146688093604853,"1990",1.47918368804395,1.46942186204698
"261","EST",1998,1.272,67000.12,49110.03,47285.04,48287.38,46764.2,53172.85,52739.8,51696.1,349055.4,1.34362866181128,0.272310870996409,0.00921,1.3452,0.191946951687325,7.00818631489018,0.140694084663924,0.135465716903391,0.138337295455105,0.133973575541304,0.152333555074639,0.151092921066398,0.148102851295239,"1990",1.39010641845424,1.38270911373319
"262","EST",1999,1.295,64291.57,50084.73,47199.26,48085.63,46070.35,52032.28,52869.12,51352.11,347693.48,1.29436131502955,0.270801684288126,0.00974,1.3216,0.184908759289935,7.14730878664186,0.144048516526683,0.135749626366304,0.138298912018713,0.132502772269414,0.149649858260212,0.152056690853104,0.14769362370557,"1990",1.3424140750695,1.33929124919616
"263","EST",2000,1.356,62910,49420,47760,49020,46660,51160,52840,51280,348140,1.26492215775263,0.274831964152353,0.0087,1.3184,0.180703165393233,7.295943029725,0.141954386166485,0.137186189464009,0.140805423105647,0.134026541046705,0.146952375481128,0.151778020336646,0.14729706439938,"2000",1.30332401941329,1.29941790288692
"264","EST",2001,1.316,62710,49450,47700,48320,47080,49530,52550,51790,346420,1.2671612493505,0.27538825702904,0.00859,1.309,0.1810230356215,7.23112390368362,0.14274579989608,0.13769412851452,0.139483863518273,0.135904393510767,0.142976733444951,0.151694474914843,0.149500606200566,"2000",1.30444775308974,1.30341178599962
"265","EST",2003,1.367,63020,49650,47500,47400,48420,46260,52090,51400,342720,1.28717320261438,0.279586834733894,0.00689,1.3386,0.183881886087768,7.27967299270073,0.144870448179272,0.13859710550887,0.138305322128852,0.141281512605042,0.134978991596639,0.151989962651727,0.149976657329599,"2000",1.31597638819581,1.32235197498541
"266","EST",2004,1.473,64100,49730,47920,47120,48270,45750,51040,51550,341380,1.31437108207862,0.279424688030933,0.00661,1.3742,0.187767297439803,7.31863332293292,0.145673443083953,0.140371433593063,0.13802800398383,0.141396684047103,0.134014880778019,0.149510809069073,0.151004745444959,"2000",1.34414064233785,1.35018586231439
"267","EST",2007,1.687,68930,47540,48080,45810,46350,46410,46200,50940,331330,1.45628225636073,0.278151691666918,0.00515,1.5262,0.208040322337247,7.33607784709125,0.143482328796064,0.145112123864425,0.138260948299279,0.13989074336764,0.140071831708568,0.139438022515317,0.153744001448707,"2000",1.49237804095507,1.48667361045664
"268","EST",2009,1.701,74570,42160,48710,46130,45490,46830,44400,49370,323090,1.61561793927389,0.283574236280912,0.00358,1.6426,0.230802562753412,7.11690537749765,0.130489956358909,0.150762945309357,0.142777554241852,0.14079668203906,0.144944133213656,0.137423009068681,0.152805719768486,"2000",1.64095640048695,1.61164066793616
"269","EST",2010,1.721,76440,38740,48780,46580,44920,46500,44220,48310,318050,1.68237698475083,0.287690614683226,0.00333,1.683,0.240339569250118,7.00259222919937,0.121804747681182,0.153372111303254,0.146454959911964,0.141235654771262,0.146203427134098,0.139034742964943,0.151894356233297,"2010",1.69713698018073,1.65370933670141
"270","EST",2012,1.559,77966,33442,46718,46525,44198,45099,45247,44885,306114,1.78287174059337,0.296369979811443,0.00347,1.663,0.254695962941911,6.52935359002642,0.109246881880607,0.15261634554447,0.151985861476443,0.144384118334999,0.147327466238068,0.147810946248783,0.146628380276629,"2010",1.7725369287094,1.71478645288977
"271","EST",2013,1.521,76129,31129,44573,46902,44196,44536,45704,43639,300679,1.77233195534108,0.302974268239551,0.00202,1.623,0.25319027933444,6.41019870220284,0.103529012667995,0.148241147536077,0.155986949537547,0.146987318702004,0.148118092716818,0.152002634038293,0.145134844801266,"2010",1.74240911067397,1.68408473804928
"272","EST",2014,1.538,73673,29852,41306,47200,44580,44228,45584,43137,295887,1.74293226806179,0.310185983162491,NA,1.5904,0.248990324008828,6.38739680479959,0.100889866739668,0.139600590766069,0.15952035743375,0.150665625728741,0.149475982385167,0.154058812992798,0.145788763953807,"2010",1.6924053596545,1.64152485566371
"273","FIN",1939,2.55,332900.01,165800,158000,167099.99,156199.99,135300,118399.99,101200,1001999.97,2.32564884208529,0.322654680319002,0.06967,NA,0.332235548869328,NA,0.165469066830411,0.15768463545962,0.166766462078836,0.155888218240166,0.135029944162573,0.118163666212485,0.100998007015908,"1930",2.20955068745211,2.23851029784904
"274","FIN",1940,2.147,343200,172500,151300.01,165200,159399.99,138099.99,122400,102600,1011499.99,2.37508652867115,0.320909533573006,0.07992,NA,0.33929807552445,NA,0.170538805442796,0.149579843297873,0.163321800922608,0.157587732650398,0.136529897543548,0.121008404557671,0.101433515585106,"1940",2.2634783938795,2.3124476180047
"275","FIN",1941,2.904,337957,170663,154395,162241,162394,140520,124629,105692,1020534,2.31809915201257,0.318103071529219,0.06726,NA,0.331157021716082,NA,0.167229117305254,0.151288443109196,0.15897657500877,0.159126496520449,0.137692619746133,0.122121359993886,0.103565388316313,"1940",2.22008994627103,2.25972663058785
"276","FIN",1943,2.467,347046,167271,159452,154791,163199,147687,129992,109520,1031912,2.35419493135074,0.308156121839847,0.05399,2.4142,0.336313561621534,7.1784200088749,0.162098124646288,0.154520928141159,0.150004070114506,0.158152051725341,0.143119762150261,0.125971982107001,0.106133081115444,"1940",2.29396973239054,2.31542408104839
"277","FIN",1944,2.565,348305,166244,162176,153023,162111,151788,130660,114209,1040211,2.34388503870849,0.302951997239022,0.0689,2.4172,0.334840719815499,7.21895473564835,0.159817575472669,0.155906830441132,0.147107654120174,0.155844343118848,0.145920394996784,0.125609131224338,0.109794070626056,"1940",2.30440011044436,2.31511865431292
"278","FIN",1946,3.401,377739,166055,166452,149205,157365,157486,135714,119430,1051707,2.51417267356783,0.291497536861502,0.05831,2.7032,0.359167524795404,7.5262929228912,0.157890933501441,0.15826841506237,0.141869360953193,0.149628175908309,0.149743226963403,0.129041643727768,0.113558243883515,"1940",2.52016301996826,2.51671834357901
"279","FIN",1948,3.452,439631,163753,163389,154260,149886,158475,142893,125152,1057808,2.90923967298413,0.2875247681999,0.05136,3.1922,0.415605667569162,7.68083847044453,0.154804085429492,0.154459977614085,0.145829867045815,0.141694901154085,0.149814522106091,0.135084060623478,0.118312586026954,"1940",2.9355732505192,2.9268749920211
"280","FIN",1949,3.319,472050,159408,162094,156603,147809,157408,146780,125812,1055914,3.12937417251784,0.288292417753719,0.0468,3.343,0.447053453216834,7.47785298591251,0.150966840102508,0.153510607871474,0.1483103737615,0.139982043992219,0.14907274645473,0.139007532810437,0.119149855007131,"1940",3.15366767232956,3.13858317482703
"281","FIN",1951,3.007,502668,153628,161708,160732,143738,152427,152545,130873,1055651,3.33318113656881,0.288419183991679,0.03419,3.2786,0.476168733795544,6.88537437951093,0.145529156889919,0.153183201645241,0.152258653664895,0.136160530326784,0.144391470287055,0.144503249653531,0.123973737532575,"1950",3.3583474930147,3.33490944860706
"282","FIN",1952,3.059,488536,152018,159909,158510,146988,148443,153533,134325,1053726,3.24539016784249,0.289921668441322,0.03188,3.1978,0.463627166834642,6.89735250380729,0.144267105490422,0.151755769526423,0.150428099904529,0.139493568536792,0.140874382904095,0.145704860656376,0.127476212981363,"1950",3.26170810700666,3.24589183579187
"283","FIN",1955,2.938,449554,161327,151342,157667,158758,137598,152336,146149,1065177,2.95432402314357,0.29706330497185,0.02957,2.9776,0.42204628902051,7.05515029384679,0.151455579683001,0.142081550765741,0.148019531026299,0.149043773945551,0.129178530892049,0.143014729007479,0.137206304679879,"1950",2.93376014177504,2.9697099052119
"284","FIN",1956,2.92,441992,159599,148631,157737,157525,141225,149679,149498,1063894,2.90813182516303,0.296328393618161,0.02549,2.9602,0.415447403594719,7.12533036525548,0.150014005154649,0.13970470742386,0.148263830795173,0.148064562822988,0.132743487603088,0.140689767965606,0.140519638234636,"1950",2.89147721179256,2.9213132531035
"285","FIN",1957,2.865,439216,168975,147502,156574,156226,145011,146371,150675,1071334,2.86979784082275,0.291972438100536,0.02743,2.9214,0.409971120117536,7.12586779079086,0.157723921764828,0.137680685948546,0.14614863338604,0.145823804714496,0.135355547382982,0.136624992766028,0.140642414037079,"1950",2.87434766474062,2.91625209068674
"286","FIN",1959,2.756,422636,165832,151551,149217,154040,149698,141569,150982,1062889,2.78340635757826,0.285313894489453,0.02382,2.832,0.397629479654037,7.1222083495017,0.15602005477524,0.142584032763534,0.140388130839627,0.144925763649826,0.140840671039027,0.133192647585966,0.14204869934678,"1950",2.81893122486342,2.8395568368082
"287","FIN",1961,2.716,408588,182957,153597,141408,153200,154390,138744,146685,1070981,2.67055718075297,0.275082377745263,0.02094,2.7478,0.381508168678996,7.20246701273655,0.170831228565213,0.143417110107462,0.132035955819945,0.143046421925319,0.144157552748368,0.129548516733724,0.13696321409997,"1960",2.75051019799146,2.79089915819809
"288","FIN",1962,2.684,401046,191269,163651,139651,151197,152944,142153,143311,1084176,2.58936003010581,0.26826640693024,0.02042,2.7116,0.369908575729402,7.33045995122754,0.176418773335695,0.150945049512256,0.128808422248786,0.139457984681454,0.141069346674341,0.131116165641003,0.132184257906465,"1960",2.69650942983367,2.73678471744368
"289","FIN",1965,2.479,395444,236024,161190,147589,139793,151349,153478,132391,1121814,2.46752848511429,0.256176157544834,0.01745,2.6324,0.352504069302041,7.46771521024469,0.210394949608402,0.143686921361295,0.131562808094747,0.124613349450087,0.134914522371801,0.136812341439847,0.118015107673821,"1960",2.61971702958121,2.72810971924345
"290","FIN",1966,2.409,390891,235846,173787,144934,136496,150700,151918,135827,1129508,2.42250342627055,0.249161581856879,0.01514,2.571,0.34607191803865,7.42909165982333,0.208804187309873,0.153860796028005,0.128316045570284,0.120845536286596,0.133420923092178,0.134499268708145,0.120253243004919,"1960",2.60044079385239,2.68813141666182
"291","FIN",1967,2.323,385988,229637,180943,154575,135413,149059,150716,139435,1139778,2.37056339041462,0.254424984514528,0.01496,2.4988,0.338651912916375,7.3786679026291,0.201475199556405,0.158752844852243,0.135618515184536,0.118806469329992,0.13077897625678,0.132232768135549,0.122335226684495,"1960",2.523740183423,2.59172297752502
"292","FIN",1971,1.685,339444,205481,216751,161956,142458,135708,147804,148699,1158857,2.05038930601446,0.262684697076516,0.01258,1.9808,0.292912758002066,6.76242309659325,0.177313508051468,0.187038607869651,0.139754948194644,0.122929748881872,0.117105044021825,0.12754291513103,0.12831522784951,"1970",2.15444788920149,2.15806096982085
"293","FIN",1973,1.492,314863,203577,213005,190829,148266,135898,145088,147137,1183800,1.86183561412401,0.286446190234837,0.01042,1.7018,0.26597651630343,6.39830923290447,0.171969082615307,0.17993326575435,0.161200371684406,0.125245818550431,0.114798107788478,0.122561243453286,0.124292110153742,"1970",1.88205944885658,1.8893303002067
"294","FIN",1974,1.613,302499,200193,209255,205904,149422,140397,140904,146377,1192452,1.77574694830484,0.297979289732417,0.01144,1.6384,0.25367813547212,6.45857790207571,0.167883487134073,0.175482954450158,0.172672778443074,0.125306511289343,0.117738072475873,0.118163246822514,0.122752949384965,"1970",1.76065618003611,1.76462146903878
"295","FIN",1975,1.681,300963,196763,206501,217695,150773,144562,137691,146801,1200786,1.75446832324827,0.306855676198756,0.00975,1.6094,0.25063833189261,6.42120456135804,0.163861837163325,0.171971525317584,0.181293752592052,0.125561923606704,0.120389478225096,0.114667392857678,0.122254090237561,"1970",1.71341547576887,1.71377536371122
"296","FIN",1976,1.704,303395,193795,203580,219826,163934,143074,135231,146540,1205980,1.76102837526327,0.318214232408498,0.01,1.6132,0.251575482180467,6.41238957794295,0.16069503640193,0.168808769631337,0.182279971475481,0.135934260933017,0.118637124993781,0.112133700393041,0.121511136171412,"1970",1.68624349823544,1.69155627138843
"297","FIN",1977,1.679,307599,190273,201847,214424,171161,151678,134212,145135,1208730,1.78136804745477,0.319000107550901,0.00893,1.6338,0.254481149636395,6.42012189246389,0.157415634591679,0.166990973997502,0.177396109966659,0.141603997584241,0.125485426852978,0.111035549709199,0.120072307297742,"1970",1.70336935131821,1.7036048175663
"298","FIN",1979,1.636,319534,188810,192443,202866,202770,148114,139186,139314,1213503,1.84320763937131,0.334268642104717,0.00763,1.6686,0.263315377053044,6.33688779848154,0.155590880286246,0.158584692415264,0.167173875960752,0.167094766143965,0.122054910453456,0.114697697492301,0.114803177248017,"1970",1.71525755360253,1.73775703431959
"299","FIN",1980,1.632,320963,187672,188597,199240,213091,148902,143123,136025,1216650,1.84666173509226,0.338906834340196,0.00756,1.6588,0.263808819298894,6.28788682807676,0.15425307195989,0.155013356347347,0.163761147412978,0.175145686927218,0.122386882012082,0.117636953930876,0.111802901409608,"1980",1.70409355101013,1.73305271750851
"300","FIN",1982,1.715,317950,184945,184028,196304,211007,169190,150298,132810,1228582,1.81155999355354,0.331529356607862,0.00601,1.6542,0.258794284793363,6.391949502752,0.150535332602952,0.149788943676531,0.159780950722052,0.17174840588581,0.137711605737346,0.122334528749404,0.108100232625905,"1980",1.69413712516464,1.71091195830084
"301","FIN",1983,1.736,319796,183430,183525,193779,207692,188695,146729,133754,1237604,1.8087950588395,0.324393747919367,0.00613,1.6728,0.258399294119929,6.47370189495804,0.148213806678065,0.148290567903788,0.156575932204485,0.167817815714881,0.152467994608938,0.118558925148917,0.108074957740925,"1980",1.71321810091508,1.71437212162218
"302","FIN",1985,1.643,325311,174654,185406,188493,200146,213348,148412,142005,1252464,1.81815764764496,0.310299537551578,0.00616,1.6866,0.259736806806423,6.49349632321071,0.139448319472656,0.148032997355613,0.150497738857165,0.159801798694414,0.170342620626222,0.118496020644106,0.113380504349826,"1980",1.76510340228458,1.73671772515903
"303","FIN",1987,1.586,321566,162956,183316,184241,197386,211610,168846,149181,1257536,1.78997817955112,0.303472027838567,0.00609,1.6512,0.255711168507303,6.45728541947843,0.12958356659372,0.145773957962237,0.146509523385414,0.156962504453153,0.168273512646954,0.134267329126164,0.118629605832358,"1980",1.75826172496939,1.72285510463583
"304","FIN",1989,1.708,311064,148552,178519,184658,191391,203123,201729,146267,1254239,1.73607103590305,0.299822442134234,0.00597,1.6454,0.248010147986149,6.63440594411439,0.118439946453587,0.142332521951558,0.147227123379196,0.152595318755038,0.161949197880149,0.160837766964669,0.116618124615803,"1980",1.71594587773837,1.67957943782723
"305","FIN",1992,1.848,317756,150913,163200,184131,185868,198325,211489,167896,1261822,1.76276210115214,0.293225985915605,0.00514,1.765,0.251823157307449,7.00888678734627,0.11959927786962,0.129336784427598,0.145924702533321,0.147301283382284,0.157173515757373,0.167606049030687,0.133058386999117,"1990",1.76184738583762,1.7399643669292
"306","FIN",1993,1.814,324759,154803,156320,183184,185300,195839,208286,187168,1270900,1.78874262333779,0.289939413014399,0.00431,1.7892,0.255534660476827,7.00178988111184,0.12180580690849,0.122999449209222,0.144137225588166,0.145802187426233,0.154094736013848,0.163888582894012,0.147272011960028,"1990",1.79768320332949,1.78388348298795
"307","FIN",1994,1.846,326440,159168,149669,180528,186866,193020,203646,200866,1273763,1.79396010089789,0.288431992450715,0.00467,1.8168,0.256280014413984,7.08912087489278,0.124958881675791,0.117501450426806,0.141728092274623,0.146703900176092,0.15153525420349,0.159877465431167,0.157694955812031,"1990",1.80746637828495,1.80346367527603
"308","FIN",1995,1.807,327702,160375,148349,175246,186674,190427,200867,211737,1273675,1.80101988340825,0.284154120949222,0.00387,1.8218,0.257288554772607,7.08076580246688,0.125915166741908,0.11647319763676,0.137590829685752,0.14656329126347,0.149509882819401,0.15770663630832,0.166240995544389,"1990",1.82751288298192,1.82562487670791
"309","FIN",1996,1.764,324870,160110,149043,170085,185798,188599,198750,214240,1266625,1.79539326951544,0.280969505575841,0.00386,1.8158,0.256484752787921,7.07956313294549,0.12640678969703,0.117669397019639,0.134282048751604,0.146687456824238,0.148898845356755,0.156913056350538,0.169142406000197,"1990",1.83140167925724,1.82879386162287
"310","FIN",1997,1.746,320172,159261,151543,164059,184737,186520,198430,210461,1255011,1.78580426785104,0.277922663626056,0.00386,1.7954,0.255114895407291,7.03761337468611,0.12690008294748,0.120750336052831,0.130723157008186,0.14719950661787,0.148620211296953,0.158110167958687,0.167696538117993,"1990",1.83075425497406,1.82634052754621
"311","FIN",1998,1.7,312733,159787,155397,157061,183365,185694,195683,207263,1244250,1.75939803094233,0.273599357042395,0.00406,1.7726,0.251342575848905,7.05252579676593,0.128420333534258,0.124892103676914,0.126229455495278,0.147369901547117,0.149241711874623,0.157269841269841,0.166576652601969,"1990",1.8164522202546,1.80920183680781
"312","FIN",1999,1.735,304936,161419,159511,150146,180381,187026,192838,202603,1233924,1.72988936109517,0.267866578492679,0.00364,1.7504,0.247127051585025,7.08299633234515,0.130817619237489,0.129271332756312,0.121681724320136,0.146184854172542,0.151570112908088,0.156280289547817,0.164194067057615,"1990",1.80263439187522,1.79171968781471
"313","FIN",2000,1.729,297522,162210,160460,148858,175244,186739,190213,199863,1223587,1.70208902186767,0.264878590570184,0.00369,1.7348,0.243155574552525,7.13452695128427,0.13256924109197,0.13113901994709,0.12165706239115,0.143221528179034,0.15261603792783,0.155455231217723,0.163341879245203,"2000",1.78220254825052,1.76961045513881
"314","FIN",2001,1.726,291275,162161,160146,149360,170051,185731,188289,197682,1213420,1.68031266997412,0.263232021888546,0.00322,1.7272,0.24004466713916,7.19532752210111,0.133639630136309,0.131979034464571,0.123090108948262,0.140141912940284,0.153064066852368,0.155172158032668,0.162913088625538,"2000",1.76404576624836,1.75046377567761
"315","FIN",2002,1.718,286792,160820,159350,151954,164393,184707,186371,197444,1205039,1.66595769929438,0.262520134203125,0.00302,1.7216,0.237993957042054,7.23379711567966,0.133456261581575,0.132236384050641,0.126098823357584,0.136421310845541,0.153278856534934,0.154659724706005,0.163848638923719,"2000",1.75096635254304,1.7352133983283
"316","FIN",2005,1.803,283693,155531,162870,161559,149749,175525,186798,189539,1181571,1.68068698368528,0.263469567211788,0.00302,1.7612,0.240098140526469,7.33533377700542,0.131630684910175,0.137841907088106,0.13673236733129,0.126737199880498,0.148552224115182,0.158092911894419,0.160412704780331,"2000",1.7637685310061,1.74102555903933
"317","FIN",2007,1.829,288127,159204,162144,161773,153383,165214,185085,186172,1172975,1.71946460922015,0.268680918178137,0.00273,1.8056,0.245637801317164,7.35066016027654,0.135726677891686,0.138233125173171,0.137916835397174,0.130764082780963,0.140850401756218,0.157791086766555,0.158717790234233,"2000",1.78942070160489,1.77836608263378
"318","FIN",2009,1.865,295002,163216,158952,165701,162543,152352,181293,187140,1171197,1.76316537696049,0.280263696030642,0.00271,1.8362,0.251880768137213,7.28995712368052,0.139358280460076,0.135717560751949,0.141480041359396,0.138783654671247,0.130082300415729,0.154792916990054,0.159785245351551,"2000",1.80061649302665,1.80755106226265
"319","FIN",2010,1.87,298114,164053,158484,167612,164398,151847,176611,187231,1170236,1.78322834026641,0.283712003390769,0.00228,1.8496,0.254746905752344,7.26053961102129,0.14018796208628,0.1354290929351,0.143229228976036,0.140482774414733,0.129757587358447,0.150919130841984,0.159994223387419,"2010",1.81078310487252,1.8194469002706
"320","FIN",2011,1.827,301621,162860,159963,168353,165057,152802,172117,186481,1167633,1.8082282703555,0.285543488407745,0.00234,1.8476,0.2583183243365,7.15241555064137,0.139478757452042,0.136997669644486,0.144183146588012,0.141360341819733,0.130864749454666,0.147406762227515,0.159708572813547,"2010",1.83060992677336,1.83580518618542
"321","FIN",2012,1.8,302977,160535,162625,167897,165536,155863,166939,185618,1165013,1.82044234699527,0.286205389982773,0.00237,1.8418,0.260063192427896,7.0821248589827,0.137796745615714,0.139590717013458,0.14411598840528,0.142089401577493,0.133786489936164,0.143293679984687,0.159326977467204,"2010",1.84095243367342,1.83862084514921
"322","FIN",2013,1.747,304083,157292,165983,166069,167305,160340,160821,184591,1162401,1.83119336614473,0.286797757400415,0.00164,1.8218,0.26159905230639,6.96409250698,0.135316469961743,0.142793235725021,0.142867220520285,0.14393053688013,0.13793862875204,0.13835242743253,0.158801480728251,"2010",1.85000363149002,1.83774628438612
"323","FIN",2014,1.71,303006,153643,166595,165567,170172,165351,154636,182119,1158083,1.83151121292688,0.289909272478743,0.00217,1.7908,0.261644458989554,6.8444025412038,0.132670110864247,0.143854110629376,0.142966436775257,0.146942835703486,0.142779921646376,0.13352756235952,0.157259022021738,"2010",1.84075822958595,1.82082766336034
"324","FIN",2015,1.649,300136,150090,167324,165545,172264,167323,154103,177605,1154254,1.82018169311087,0.292664352906726,0.00168,1.7466,0.260025956158696,6.71702173814537,0.130032038008965,0.144962893782478,0.143421638564822,0.149242714341904,0.144962027422041,0.133508742443171,0.15386994543662,"2010",1.82095327024531,1.79643228863505
"325","FRATNP",1946,2.997,2748237,1615307,1643394,1070274,1418513,1568667,1565231,1480588,10361974,1.85656314134739,0.240184640494176,0.08094,NA,0.26522330590677,NA,0.155887961116289,0.158598545026266,0.103288620488722,0.136896020005455,0.151386888251215,0.151055291202236,0.142886673909817,"1940",2.02090873679493,2.00713934846229
"326","FRATNP",1947,3.038,3052057,1606809,1623194,1250021,1277490,1544661,1561318,1489168,10352661,2.0636625694592,0.244141192298289,0.07111,NA,0.294808938494171,NA,0.155207342344157,0.156790027221021,0.120743932405398,0.123397259892891,0.149204248067236,0.150813206382398,0.143843983686899,"1940",2.23263436209055,2.21391532571393
"327","FRATNP",1948,3.02,3351623,1593259,1601778,1408213,1128738,1541188,1549843,1502199,10325218,2.27223880406205,0.245704352198665,0.05573,NA,0.324605543437436,NA,0.154307541012693,0.155132608338148,0.136385788658409,0.109318563540256,0.149264451365579,0.150102690325764,0.14548835675915,"1940",2.45232621163303,2.42455934044657
"328","FRATNP",1950,2.947,3847699,1561748,1578963,1645747,913686,1513712,1546127,1524383,10284366,2.61891622682429,0.248866386124337,0.05139,3.0012,0.374130889546327,8.02179152766368,0.151856516969544,0.153530416945488,0.160024157055476,0.0888422290688604,0.147185738041606,0.150337609532761,0.148223332386265,"1950",2.81257826711555,2.76808003763379
"329","FRATNP",1951,2.806,4074595,1525713,1580608,1619548,1060710,1396686,1542703,1529886,10255854,2.78106191839314,0.261339328738494,0.04942,2.963,0.397294559770449,7.45794254447375,0.148765085774427,0.154117638570128,0.157914494492609,0.103424834245885,0.136184270953935,0.150421700620933,0.149171975342083,"1950",2.9284835407686,2.89760898199058
"330","FRATNP",1952,2.777,4068901,1494403,1575071,1596887,1240141,1258841,1520194,1527670,10213207,2.78877212613041,0.277780328940753,0.04484,2.9108,0.39839601801863,7.30629792555779,0.146320641498797,0.154219042069744,0.1563550998232,0.121425229117553,0.123256191713337,0.148845901194404,0.149577894582965,"1950",2.85963388097644,2.85153143523772
"331","FRATNP",1954,2.715,3981251,1443066,1560813,1573096,1526270,998153,1504052,1520101,10125551,2.75232004658314,0.306093564686011,0.04063,2.7898,0.393188578083306,7.09532309814177,0.142517281281779,0.154145981784102,0.155359051571613,0.150734513114397,0.0985776477744273,0.148540262154622,0.150125262319058,"1950",2.69143963368729,2.72599281503062
"332","FRATNP",1956,2.674,3908178,1384195,1524819,1577758,1615018,1056414,1384257,1516986,10059447,2.71955764566382,0.317390806870398,0.0358,2.7108,0.388508235094832,6.97745827533956,0.137601500360805,0.151580797632315,0.156843412962959,0.160547393907438,0.105017104816994,0.137607663721475,0.150802126598013,"1950",2.60782648984877,2.63264775482966
"333","FRATNP",1957,2.695,3925887,1335907,1499376,1584670,1603592,1240038,1255431,1500209,10019223,2.74284832266933,0.318214496273813,0.03347,2.6944,0.391835474667048,6.87635544558465,0.133334391299605,0.149649927943514,0.15816296333558,0.160051532938233,0.123765884839573,0.125302231520348,0.149733068123147,"1950",2.62636768161366,2.62033274939247
"334","FRATNP",1958,2.684,3950641,1318665,1469088,1596649,1602782,1402800,1119996,1506424,10016404,2.76091968734488,0.319419124867567,0.03106,2.6904,0.394417098192126,6.82120529848194,0.13165054045344,0.146668205475738,0.159403414638627,0.16001571022894,0.140050261550952,0.11181617674367,0.150395690908633,"1950",2.63808846091888,2.60995894160338
"335","FRATNP",1960,2.741,3997097,1338341,1423636,1578973,1602563,1654560,918401,1496242,10012716,2.7944145224932,0.317749549672636,0.0271,2.7094,0.399202074641885,6.7870388760643,0.133664132688873,0.142182800351074,0.157696772783728,0.160052776888908,0.165245873347451,0.0917234644426148,0.149434179497351,"1960",2.67792507018018,2.62417326372247
"336","FRATNP",1961,2.826,4013163,1383405,1386584,1542936,1612256,1638277,1067531,1389073,10020062,2.80358953866753,0.314887472752165,0.02576,2.7398,0.400512791238218,6.84073033355486,0.13806351697225,0.138380780478205,0.153984675943123,0.160902796809042,0.163499686928085,0.106539360734494,0.138629182134801,"1960",2.70018762230205,2.67002580658705
"337","FRATNP",1962,2.796,4046174,1540760,1337725,1514029,1616090,1629382,1249723,1262044,10149753,2.79053273513158,0.308393613125364,0.02537,2.76,0.398647533590226,6.92340919594659,0.151802708893507,0.131798773822378,0.149169048744339,0.159224564381025,0.160534152900075,0.123128415046159,0.124342336212517,"1960",2.71803259043926,2.73509280054361
"338","FRATNP",1963,2.897,4108924,1717820,1357160,1509428,1649674,1650431,1432831,1141978,10459322,2.74993618133183,0.302036977157793,0.02567,2.8026,0.392848025904547,7.13405646762997,0.164238179109506,0.129756020514523,0.144314134319605,0.157722842838188,0.157795218466359,0.136990810685434,0.109182794066384,"1960",2.70783495800775,2.76060220910599
"339","FRATNP",1968,2.587,4246065,2090862,1719705,1387106,1540519,1664195,1652799,1423625,11478811,2.58933220522578,0.255046014783238,0.02028,2.7638,0.369904600746541,7.47165619033152,0.182149701741757,0.149815603724114,0.120840564410373,0.134205450372865,0.144979737012832,0.143986951261764,0.124021991476295,"1960",2.75394557305788,2.80298341239566
"340","FRATNP",1969,2.534,4212528,2067831,1853497,1394673,1519319,1649851,1653266,1559835,11698272,2.52068818369072,0.2490959348526,0.01961,2.6876,0.360098311955817,7.46351735281047,0.176763798961077,0.158441947665433,0.119220428453023,0.129875506399578,0.141033735580776,0.141325659037506,0.133338923902607,"1960",2.70611518709303,2.73100954284504
